id,name.local,name.en,name.slug,code.id,children_count.localite,geo.lat,geo.lon
MA003002,Errachidia,Errachidia,errachidia,MA003002,46,31.133,-4.211
MA003003,Midelt,Midelt,midelt,MA003003,33,32.491,-4.665
MA003001,Ouarzazate,Ouarzazate,ouarzazate,MA003001,35,30.825,-7.242
MA003004,Tinghir,Tinghir,tinghir,MA003004,21,31.317,-5.749
MA003005,Zagora,Zagora,zagora,MA003005,32,30.314,-5.794
